Sample ID,User ID,Date ,Time ,ng/ul ,A260 ,A280 ,260/280 ,260/230 ,Constant ,Cursor Pos.,Cursor abs.,340 raw,welcher drop,,Legende
281,Default,4/13/2018,11:57,222.03,4.441,2.361,1.88,1.98,50,230,2.248,0.007,nanodrop_1,,
162,Default,4/13/2018,11:57,204.9,4.098,2.178,1.88,1.42,50,230,2.888,0.029,nanodrop_1,,
164,Default,4/13/2018,11:58,135.5,2.71,1.458,1.86,1.02,50,230,2.668,0.051,nanodrop_1,,
118,Default,4/13/2018,11:59,108.12,2.162,1.146,1.89,0.16,50,230,13.259,1.255,nanodrop_1,,
142,Default,4/13/2018,11:59,18.56,0.371,0.394,0.94,0.58,50,230,0.636,0.017,nanodrop_1,,
254,Default,4/13/2018,12:00,41.26,0.825,0.495,1.67,0.41,50,230,2.01,0.14,nanodrop_1,,
481,Default,4/13/2018,12:00,79.31,1.586,0.843,1.88,1.47,50,230,1.08,0.018,nanodrop_1,,
159,Default,4/13/2018,12:01,81.53,1.631,0.782,2.08,1.02,50,230,1.598,8.226,nanodrop_1,,
105,Default,4/13/2018,12:02,175.05,3.501,1.871,1.87,0.98,50,230,3.568,0.018,nanodrop_1,,
165,Default,4/13/2018,12:02,271.78,5.436,3.433,1.58,0.47,50,230,11.626,11.45,nanodrop_1,,
166,Default,4/13/2018,12:03,56.65,1.133,0.609,1.86,0.88,50,230,1.283,0.007,nanodrop_1,,
150,Default,4/13/2018,12:04,109.92,2.198,1.205,1.82,1,50,230,2.192,0.024,nanodrop_1,,
139,Default,4/13/2018,12:04,18.24,0.365,0.218,1.67,1.35,50,230,0.27,-0.002,nanodrop_1,,
124,Default,4/13/2018,12:05,242.39,4.848,2.56,1.89,2.22,50,230,2.187,0.024,nanodrop_1,,
493,Default,4/13/2018,12:05,88.98,1.78,0.952,1.87,1.54,50,230,1.157,0.016,nanodrop_1,,
204,Default,4/13/2018,12:06,283.25,5.665,3.059,1.85,0.91,50,230,6.23,0.141,nanodrop_1,,
169,Default,4/13/2018,12:07,136.16,2.723,1.502,1.81,0.35,50,230,7.702,0.106,nanodrop_1,,
161,Default,4/13/2018,12:07,229.65,4.593,2.463,1.86,1.88,50,230,2.445,0.025,nanodrop_1,,
155,Default,4/13/2018,12:08,51.56,1.031,0.551,1.87,0.39,50,230,2.624,0.029,nanodrop_1,,
151,Default,4/13/2018,12:08,27.36,0.547,0.319,1.72,0.68,50,230,0.808,0.007,nanodrop_1,,
110,Default,4/13/2018,12:09,77.61,1.552,0.82,1.89,0.78,50,230,1.983,0.053,nanodrop_1,,
133,Default,4/13/2018,12:09,171.06,3.421,1.828,1.87,2.06,50,230,1.659,0.035,nanodrop_1,,
206,Default,4/13/2018,12:10,177.93,3.559,1.891,1.88,1.33,50,230,2.677,0.047,nanodrop_1,,
202,Default,4/13/2018,12:11,53.95,1.079,0.594,1.82,0.47,50,230,2.293,0.002,nanodrop_1,,
170,Default,4/13/2018,12:11,182.71,3.654,1.955,1.87,1.1,50,230,3.317,0.013,nanodrop_1,,
167,Default,4/13/2018,12:12,171.43,3.429,1.843,1.86,1.82,50,230,1.889,0.003,nanodrop_1,,
144,Default,4/13/2018,12:12,162.02,3.24,1.737,1.87,0.61,50,230,5.339,1.766,nanodrop_1,,
119,Default,4/13/2018,12:13,219.82,4.396,2.368,1.86,1.47,50,230,2.987,0.076,nanodrop_1,,
135,Default,4/13/2018,12:14,124.28,2.486,1.333,1.86,1.8,50,230,1.378,0.026,nanodrop_1,,
134,Default,4/13/2018,12:14,8.85,0.177,0.094,1.88,0.18,50,230,0.995,0.036,nanodrop_1,,
148,Default,4/13/2018,12:15,280.1,5.602,2.996,1.87,1.76,50,230,3.192,0.058,nanodrop_1,,
131,Default,4/13/2018,12:15,134.65,2.693,1.436,1.87,1.64,50,230,1.643,0,nanodrop_1,,
138,Default,4/13/2018,12:16,74.77,1.495,0.826,1.81,1.52,50,230,0.986,0.055,nanodrop_1,,
168,Default,4/13/2018,12:16,252.67,5.053,2.68,1.89,1.68,50,230,3.017,0.002,nanodrop_1,,
115,Default,4/13/2018,12:17,88.15,1.763,0.944,1.87,1.57,50,230,1.122,0.031,nanodrop_1,,
123,Default,4/13/2018,12:18,143.56,2.871,1.544,1.86,1.88,50,230,1.53,0.054,nanodrop_1,,
136,Default,4/13/2018,12:18,21.53,0.431,0.227,1.9,0.59,50,230,0.729,0.009,nanodrop_1,,
101,Default,4/13/2018,12:19,56.45,1.129,0.667,1.69,0.19,50,230,5.813,0.11,nanodrop_1,,
145,Default,4/13/2018,12:19,181.93,3.639,1.995,1.82,0.85,50,230,4.28,0.218,nanodrop_1,,
126,Default,4/13/2018,12:20,142.83,2.857,1.523,1.88,1.28,50,230,2.238,0.036,nanodrop_1,,
457,Default,4/13/2018,12:21,118.82,2.376,1.288,1.84,1.06,50,230,2.252,0.031,nanodrop_1,,
260,Default,4/13/2018,12:21,82.22,1.644,0.882,1.86,0.82,50,230,1.998,0.023,nanodrop_1,,
262,Default,4/13/2018,12:22,88.77,1.775,0.972,1.83,1.03,50,230,1.732,0.04,nanodrop_1,,
143,Default,4/13/2018,12:22,43.13,0.863,0.46,1.88,1.32,50,230,0.653,0.041,nanodrop_1,,
106,Default,4/13/2018,12:23,122.61,2.452,1.319,1.86,0.97,50,230,2.516,0.031,nanodrop_1,,
102,Default,4/13/2018,12:24,107.08,2.142,1.144,1.87,1.61,50,230,1.327,0.003,nanodrop_1,,
258,Default,4/13/2018,12:24,133.26,2.665,1.443,1.85,0.95,50,230,2.797,0.016,nanodrop_1,,
108,Default,4/13/2018,12:25,75.9,1.518,0.824,1.84,1.05,50,230,1.451,0.001,nanodrop_1,,
461,Default,4/13/2018,12:25,161.01,3.22,1.712,1.88,1.83,50,230,1.761,0.027,nanodrop_1,,
462,Default,4/13/2018,12:26,122.31,2.446,1.345,1.82,0.89,50,230,2.762,0.131,nanodrop_1,,
463,Default,4/13/2018,12:26,78.53,1.571,0.886,1.77,0.81,50,230,1.936,0.137,nanodrop_1,,
128,Default,4/13/2018,12:27,3.68,0.074,0.032,2.34,0.06,50,230,1.256,0.012,nanodrop_1,,
104,Default,4/13/2018,12:27,230.77,4.615,2.445,1.89,1.63,50,230,2.826,-0.014,nanodrop_1,,
103,Default,4/13/2018,12:28,49.86,0.997,0.581,1.72,0.55,50,230,1.811,0.063,nanodrop_1,,
117,Default,4/13/2018,12:29,85.43,1.709,0.907,1.88,1.28,50,230,1.334,-0.012,nanodrop_1,,
116,Default,4/13/2018,12:29,52.67,1.053,0.567,1.86,1.28,50,230,0.821,0.028,nanodrop_1,,
157,Default,4/13/2018,12:30,215.61,4.312,2.307,1.87,1.8,50,230,2.39,0.041,nanodrop_1,,
