IZW ID,LLBB ID,date_found,location_lat,location_long,location_qual,area,condition,sex (m/f),age (j/a), weight (kg) ,instestil,muscle,hair,vibrisses,anthropogenic food,food comment,origin,date_dissect,species,location comment
94,16-51218-UTF 1674,NA,52.52008,13.267553,1,Berlin,autolytic,male,adult, 2.70    ,yes,yes,yes,yes,no,empty,BA Charlottenburg-Wilmersdf. R04,18/11/2016 10:10,Rotfuchs,Fundort: Spandauer Damm 169Polizei A 22
95,16-51218-UTF 1675,18/11/2016,52.532295,13.475191,1,Berlin,excellent,male,adult, 8.10    ,yes,yes,yes,yes,NA,mash,BA Lichtenberg   R11,22/11/2016 07:44,Rotfuchs,"Fundort: Landsberger Allee 186, 10369 BerlinPolizei A 64Vorgangsnummer: 161118-1700-232011"
96,16-51218-UTF 1676,20/11/2016,52.506165 ,13.401706,1,Berlin,excellent,female,adult, 5.60    ,yes,yes,yes,yes,no,3 mouses,BA Friedrichshain-Kreuzberg,22/11/2016 07:48,Rotfuchs,"Fundort: Alte Jakobstraße/ Oranienstraße, 10969 BerlinPolizei A 53Vorgangsnummer: 161120-0930-170906"
97,16-51218-UTF 1683,22/11/2016,52.544307,13.17066,1,Berlin,autolytic,male,adult, 5.60    ,yes,yes,yes,yes,no,"blood, cereal seeds",BA Spandau   R05,22/11/2016 10:26,Rotfuchs,"Fundort: Spekteweg 63, 13583 BerlinPolizei A 21Vorgangsnummer: 161122-1155-021288"
98,16-51218-UTF  1681,18/11/2016,52.477817,12.988125,4,Brandenburg,excellent,male,adult, 5.50    ,yes,yes,yes,yes,no,widely empty,VLÜA Potsdam/Stadt,22/11/2016,Rotfuchs, 14476 Potsdam
99,16-51218-UTF  1684,22/11/2016,NA,NA,4,Brandenburg,excellent,male,adult, 5.10    ,yes,yes,yes,yes,no,empty,"LLBB, Standort Frankfurt FR",23/11/2016,Rotfuchs, 10000 B   = Berlin ===
100,16-51218-UTF 1685,22/11/2016,52.421303,13.264686,1,Berlin,autolytic,male,adult, 6.40    ,yes,yes,yes,yes,no,liquid,BA Steglitz-Zehlendorf   R06,23/11/2016 10:42,Rotfuchs,"Fundort: Teltower Damm 141, 14167 BerlinPolizei A 46Vorgangsnummer: 161122-2000-268087"
101,16-51218-UTF 1686,23/11/2016,52.409221,13.376084,1,Berlin,autolytic,female,adult, 5.60    ,yes,yes,yes,yes,yes,kitchen waste,BA Tempelhof-Schöneberg   R07,23/11/2016 10:45,Rotfuchs,"Fundort: Motzener Straße 42, 12277 BerlinPolizei A 47Vorgangsnummer: 161123-0845-038877"
102,16-51218-UTF 1687,22/11/2016,52.454984,13.294603,1,Berlin,excellent,female,adult, 5.40    ,yes,yes,yes,yes,no,small branch,BA Steglitz-Zehlendorf   R06,23/11/2016 10:45,Rotfuchs,"Fundort: Arnimallee 22, 14195  BerlinPolizei A 45Vorgangsnummer: 161122-1525-026724"
103,16-51218-UTF 1692,24/11/2016,52.56689 ,13.57022,1,Berlin,excellent,male,adult, 6.20    ,yes,yes,yes,yes,no,empty,BA Marzahn-Hellersdorf   R10,24/11/2016 09:03,Rotfuchs,"Fundort: Wörlitzer Str. 30 (Schule), 12689 Berlin"
104,16-51218-UTF 1693,23/11/2016,52.536649,13.527045,1,Berlin,excellent,male,adult, 6.50    ,yes,yes,yes,yes,yes,200 g kitchen waste,BA Marzahn-Hellersdorf   R10,24/11/2016 09:07,Rotfuchs,"Fundort: Landsberger Allee 392, 12681 BerlinVorgangsnummer: 62/231116/2225 Pol.A 62"
105,16-51218-UTF 1694,NA,52.458202,13.292312,1,Berlin,autolytic,female,juvenil, 4.80    ,yes,yes,yes,yes,no,fur,BA Steglitz-Zehlendorf   R06,25/11/2016 09:46,Rotfuchs,"Fundort: Königin-Luise-Str.37, 14195 BerlinPolizei: A45Vorgangsnummer: 161125-0715-034058"
106,16-51218-UTF 1696,24/11/2016,52.483395,13.293009,1,Berlin,excellent,male,adult, 7.50    ,yes,yes,yes,yes,no,empty,BA Charlottenburg-Wilmersdf. R04,25/11/2016 10:00,Rotfuchs,"Fundort: Hohenzollerndamm134, 14199 BerlinPolizei: A26Vorgangsnummer: 161124-1820-171583"
107,16-51218-UTF  1697,24/11/2016,52.470125,13.778855,4,Brandenburg,excellent,male,adult, 5.80    ,yes,yes,yes,yes,yes,"approx. 150 g mash, possibly dog or cat food",VLÜA Märkisch-Oderland,25/11/2016,Rotfuchs, 15562 Rüdersdorf b. Bln.
108,16-51218-UTF 1709,28/11/2016,52.485054 ,13.376573,1,Berlin,excellent,male,adult, 6.60    ,yes,yes,yes,yes,NA,200 g mash,BA Friedrichshain-Kreuzberg,29/11/2016 09:53,Rotfuchs,"Fundort: Dudenstr./ Boelckestr./ Katzbachstr., 10965 BerlinVorgangsnummer: 161128-1600-039086 Pol.A 52"
109,16-51218-UTF  1715,29/11/2016,53.219615,14.358018,4,Brandenburg,excellent,male,juvenile, 4.30    ,yes,yes,yes,yes,no,feathers,VLÜA Uckermark,01/12/2016,Rotfuchs,16307 Gartz (Oder)
110,16-51218-UTF 1698,27/11/2016,52.504134,13.620194,1,Berlin,excellent,male,adult, 6.00    ,yes,yes,yes,yes,no,few herbal matter,BA Marzahn-Hellersdorf   R10,28/11/2016 09:37,Rotfuchs,"Fundort: Straßenrand Alt-Mahlsdorf 90, 12623 BerlinVorgangsnummer: 161127-2230-308954 Pol.A 63"
111,16-51218-UTF 1699,26/11/2016,52.527793,13.228279,1,Berlin,excellent,male,adult, 6.00    ,yes,yes,yes,yes,no,"liquid, single roundworms",BA Spandau   R05,28/11/2016 09:43,Rotfuchs,"Fundort: Charlottenburger Chaussee 67, 13597 BerlinVorgangsnummer: 161126-1310-220089 Pol.A 22"
112,16-51218-UTF 1712,30/11/2016,52.432051,13.310828,1,Berlin,excellent,female,juvenil, 4.20    ,yes,yes,yes,yes,no,herbal matter and seeds,BA Steglitz-Zehlendorf   R06,30/11/2016 08:59,Rotfuchs,"Fundort: Hindenburgdamm 2, 12203 BerlinVorgangsnummer: 161130-1130-317115 Pol.A 46"
113,16-51218-UTF  1702,24/11/2016,51.997226,13.753858,4,Brandenburg,excellent,female,adult, 4.40    ,yes,yes,yes,yes,no,big mouse/rat,VLÜA Dahme-Spreewald,29/11/2016,Rotfuchs,15910 Schönwald
114,16-51218-UTF  1711,27/11/2016,51.727614,13.240793,4,Brandenburg,autolytic,male,adult, 5.00    ,yes,yes,yes,yes,NA,mash with meat beneath possibly hind leg of a rabbit,VLÜA Elbe-Elster,30/11/2016,Rotfuchs,04916 Herzberg/Elster
115,16-51218-UTF 1716,01/12/2016,52.547919,13.300823,4,Berlin,excellent,male,adult, 6.30    ,yes,yes,yes,yes,no,"few mucus, single worms",BA Charlottenburg-Wilmersdf. R04,02/12/2016 08:56,Rotfuchs,"Fundort: Saatwinkler Damm, 13627 BerlinVorgangsnummer: 161201-2200-262163 Pol.A 22"
116,16-51218-UTF 1717,01/12/2016,52.516134,13.519876,1,Berlin,excellent,male,adult, 6.70    ,yes,yes,yes,yes,no,few mucus,BA Marzahn-Hellersdorf   R10,02/12/2016 08:59,Rotfuchs,"Fundort: Rhinstr. 42, 12681 BerlinVorgangsnummer: 62/011216/2130/AO, Pol.A 62"
117,16-51218-UTF 1718,01/12/2016,52.441958,13.282706,1,Berlin,excellent,male,adult, 6.20    ,yes,yes,yes,yes,no,few mucus,BA Steglitz-Zehlendorf   R06,02/12/2016 09:02,Rotfuchs,"Fundort: Berliner Str.53, 14169 BerlinVorgangsnummer: 161201-2300-121671 Pol.A 46"
118,16-51218-UTF 1726,03/12/2016,52.417311,13.161543,1,Berlin,autolytic,male,adult, 5.70    ,yes,yes,yes,yes,no,few herbal matter,BA Steglitz-Zehlendorf   R06,06/12/2016 10:23,Rotfuchs,"Fundort: Am kleinen Wannsee 7, 14109 BerlinVorgangsnummer: 161203-1700-035038 Pol.A 43"
119,16-51218-UTF 1727,06/12/2016,52.509615,13.353916,4,Berlin,excellent,male,adult, 6.40    ,yes,yes,yes,yes,no,few mucus,BA Mitte  R01,06/12/2016 10:28,Rotfuchs,"Fundort: Tiergartenstraße, 10785 BerlinAF-Nr. 161206-0900-308951 Pol.A 34"
120,16-51218-UTF 1737,08/12/2016,52.562985,13.502351,1,Berlin,autolytic,male,adult, 6.10    ,yes,yes,yes,yes,no,few mucus,BA Lichtenberg   R11,08/12/2016 09:24,Rotfuchs,Fundort: Falkenberger Chaussee 15. 13051 Berlin/ Neu-HohenschönhausenPolizei: A61Vorgangsnummer: 161208-0529-220055
121,16-51218-UTF  1722,03/12/2016,53.041689,14.005438,4,Brandenburg,excellent,male,adult, 4.30    ,yes,yes,yes,yes,no,"rest of a rodent, apple piece",VLÜA Uckermark,06/12/2016,Rotfuchs,16278 Angermünde
122,16-51218-UTF  1728,06/12/2016,51.756432,14.198034,4,Brandenburg,excellent,female,adult, 5.80    ,yes,yes,yes,yes,yes,"corn (bait?), bird rests, herbal matter",VLÜA Spree-Neiße,07/12/2016,Rotfuchs,03099 Kolkwitz
123,16-51218-UTF 1739,08/12/2016,52.404089,13.388862,1,Berlin,excellent,male,adult, 5.00    ,yes,yes,yes,yes,no,sand/soil,BA Tempelhof-Schöneberg   R07,09/12/2016 09:27,Rotfuchs,"Fundort: Scheerbartweg 9, 12305 BerlinVorgangsnummer: 161208-1712-276690 Pol.A 47"
124,16-51218-UTF 1740,09/12/2016,52.469222,13.284357,1,Berlin,excellent,female,juvenil, 3.80    ,yes,yes,yes,yes,no,"empty, 1 roundworm",BA Steglitz-Zehlendorf   R06,09/12/2016 09:34,Rotfuchs,"Fundort: Pücklerstr. 14, 14195 BerlinVorgangsnummer: 161209-0110-030322 Pol.A 45"
125,16-51218-UTF 1741,09/12/2016,52.416449,13.250409,1,Berlin,autolytic,male,adult, 5.00    ,yes,yes,yes,yes,no,herbal matter,BA Steglitz-Zehlendorf   R06,09/12/2016 09:36,Rotfuchs,"Fundort: Sachtlebenstr. 18A, 14165 BerlinVorgangsnummer: 161209-0945-020357 Pol.A 43"
126,16-51218-UTF 1742,10/12/2016,52.461244,13.277909,1,Berlin,excellent,female,adult, 4.90    ,yes,yes,yes,yes,no,empty,BA Steglitz-Zehlendorf   R06,12/12/2016 09:48,Rotfuchs,Fundort: Im Dol 69 14195 BerlinVorgangsnummer: 161210-1600-029754 Pol.A 45
127,16-51218-UTF 1743,12/12/2016,52.509835,13.359171,1,Berlin,excellent,male,adult, 7.30    ,yes,yes,yes,yes,yes,"2 rodents, kitchen waste",BA Mitte  R01,12/12/2016 09:50,Rotfuchs,Fundort: Tiergartenstr./ Hiroshimastr. 10785 BerlinVorgangsnummer: 1212160045AO Pol.A 34
128,16-51218-UTF 1749,13/12/2016,52.456459,13.359291,1,Berlin,excellent,female,adult, 5.10    ,yes,yes,yes,yes,no,empty,BA Tempelhof-Schöneberg   R07,13/12/2016 09:07,Rotfuchs,"Fundort: Röblingstr. 84, 12105 BerlinVorgangsnummer: 161213-0645-301099 Pol.A 44"
129,16-51218-UTF  1748,12/12/2016,53.106293,14.258927,4,Brandenburg,excellent,male,juvenile, 3.70    ,yes,yes,yes,yes,no,empty,VLÜA Uckermark,13/12/2016,Rotfuchs, 16303 Schwedt/Oder
130,16-51218-UTF  1745,10/12/2016,52.752361,13.959294,4,Brandenburg,excellent,male,adult, 5.50    ,yes,yes,yes,yes,no,fur,VLÜA Märkisch-Oderland,13/12/2016,Rotfuchs, 16259 Torgelow
131,16-51218-UTF 1750,NA,52.536335,13.384435,1,Berlin,autolytic,male,adult, 5.50    ,yes,yes,yes,yes,yes,bread,BA Mitte  R01,13/12/2016 09:07,Rotfuchs,"Fundort: Gartenstr. 48, 13355 BerlinPol.A 36"
132,16-51218-UTF 1751,12/12/2016,52.433924,13.165375,1,Berlin,excellent,male,adult, 5.00    ,yes,yes,yes,yes,no,empty,BA Steglitz-Zehlendorf   R06,13/12/2016 09:07,Rotfuchs,"Fundort: Am Großen Wannsee 60, 14109 BerlinVorgangsnummer: 161212-1631-120446 Dir E WSP West"
133,16-51218-UTF 1756,14/12/2016,52.531113,13.623345,1,Berlin,excellent,male,adult, 7.70    ,yes,yes,yes,yes,no,empty,BA Marzahn-Hellersdorf   R10,15/12/2016 08:51,Rotfuchs,"Fundort: Riesaerstr. 117, 12627 Berlin"
134,16-51218-UTF  1754,12/12/2016,51.723507,14.649928,4,Brandenburg,excellent,female,adult, 4.90    ,yes,yes,yes,yes,no,"meat, fur of hoofed game (deer?)",VLÜA Spree-Neiße,15/12/2016,Rotfuchs, 03149 Forst (Lausitz)
135,16-51218-UTF 1758,15/12/2016,52.546023,13.332458,1,Berlin,excellent,male,juvenil, 4.50    ,yes,yes,yes,yes,NA,mash,BA Mitte  R01,19/12/2016 09:26,Rotfuchs,"Fundort: Transvaalstraße 27, 13351 BerlinVorgangsnummer: 161215-2115-024053 Pol.A 35"
136,16-51218-UTF 1761,18/12/2016,52.554659,13.148969,1,Berlin,excellent,male,adult, 6.20    ,yes,yes,yes,yes,no,empty,BA Spandau   R05,19/12/2016 09:38,Rotfuchs,"Fundort: Falkenseer Chaussee 141, 13589 BerlinVorgangsnummer: 161218-0945-021288 Pol.A 21"
137,16-51218-UTF 1763,19/12/2016,52.429492,13.233981,1,Berlin,excellent,female,adult, 2.60    ,yes,yes,yes,yes,no,empty,BA Steglitz-Zehlendorf   R06,19/12/2016 09:50,Rotfuchs,"Fundort: Holstweg 14, 14163 BerlinDas Tier wurde mit einer Falle gefangen und dann eingeschläfert."
138,16-51218-UTF 1759,17/12/2016,52.487275 ,13.259039,4,Berlin,autolytic,female,adult, 4.50    ,yes,yes,yes,yes,no,"pieces of meat, rodent fur",BA Charlottenburg-Wilmersdf. R04,19/12/2016 09:29,Rotfuchs,Fundort: BAB 115 zw. AS Hüttenweg und AD Funkturm 14193 BerlinVorgangsnummer: 161217-1000-237117 Dir E ZVkD 21
139,16-51218-UTF 1760,17/12/2016,52.38119 ,13.41492,1,Berlin,autolytic,female,adult, 4.40    ,yes,yes,yes,yes,no,"apples, fur",BA Tempelhof-Schöneberg   R07,19/12/2016 09:35,Rotfuchs,Fundort: Kirhainer Damm 57 12309 BerlinVorgangsnummer: 161217-1600-034080 Pol.A 47
140,16-51218-UTF 1762,18/12/2016,52.537388,13.373324,1,Berlin,excellent,male,adult, 6.40    ,yes,yes,yes,"yes, few",yes,dry dog/cat food,BA Mitte  R01,19/12/2016 09:47,Rotfuchs,"Fundort: Chausseestr. 86, 10115 BerlinVorgangsnummer: 161218-2345-028002 Pol.A 31"
141,16-51218-UTF  1768,15/12/2016,53.041689,14.005438,4,Brandenburg,excellent,male,adult, 6.50    ,yes,yes,yes,yes,NA,mash,VLÜA Uckermark,20/12/2016,Rotfuchs,16278 Wildgebiet Angermünde
142,16-51218-UTF 1772,21/12/2016,52.538962,13.201398,1,Berlin,autolytic,female,adult, 6.00    ,yes,yes,yes,yes,no,empty,BA Spandau   R05,21/12/2016 08:49,Rotfuchs,"Fundort: Altstädter Ring 20, 13597 BerlinVorgangsnummer: 161221-0224-021865 Pol.A 21"
143,16-51218-UTF 1773,21/12/2016,52.563817 ,13.517786,1,Berlin,excellent,male,adult, 7.50    ,yes,yes,yes,yes,NA,150 g of mash (maybe kitchen waste),BA Lichtenberg   R11,21/12/2016 08:52,Rotfuchs,"Fundort: Pablo-Picasso-Str./ Randowstr., 13057 BerlinVorgangsnummer: 161221-0700-231207 Pol.A 61"
144,16-51218-UTF 1777,NA,52.439486,13.298063,1,Berlin,excellent,male,adult, 7.20    ,yes,yes,yes,yes,no,"few mucus, 1 roundworm",BA Steglitz-Zehlendorf   R06,28/12/2016 09:14,Rotfuchs,"Fundort: Potsdamer Str. 28, 12205 BerlinPol.A 46"
145,16-51218-UTF 1775,26/12/2016,52.53486 ,13.566689,4,Berlin,NA,male,adult, 6.90    ,yes,yes,yes,yes,yes,yellow mash with pieces of pepper and tomato,BA Marzahn-Hellersdorf   R10,28/12/2016 09:06,Rotfuchs,"Fundort: Alt- Biesdorf, Blumenberger Damm, 12687 BerlinVorgangsnummer: 161226-1530-038709 Pol.A 62"
146,16-51218-UTF 1776,23/12/2016,52.606514 ,13.347563,3,Berlin,autolytic,male,adult, 5.30    ,yes,yes,yes,yes,no,empty,BA Reinickendorf  R12,28/12/2016 09:10,Rotfuchs,"Fundort: Wittenauer Str. 144 ( Gartenkolonie Tulpenweg 22), 13469 Berlin"
147,16-51218-UTF  1771,18/12/2016,52.388066,12.795848,4,Brandenburg,NA,male,adult, 7.00    ,yes,yes,yes,no,no,much rest of a prey,VLÜA Potsdam-Mittelmark,20/12/2016,Rotfuchs, 14550 Bochow
148,17-51218-UTF    1,31/12/2016,52.408847,13.385098,1,Berlin,excellent,female,adult, 3.70    ,yes,yes,yes,yes,no,greenish mucus,BA Tempelhof-Schöneberg   R07,02/01/2017 07:52,Rotfuchs,"Fundort: Buckower Chaussee 104, 12277 BerlinPolizei A 47Vorgangsnummer: 161230-1533-249484"
149,17-51218-UTF    2,01/01/2017,52.474012,13.177486,1,Berlin,excellent,female,adult, 3.90    ,yes,yes,yes,yes,no,150 ml of aqueous liquid,BA Spandau   R05,02/01/2017 07:58,Rotfuchs,"Fundort: Havelmatensteig 6, 14089 BerlinPolizei  A23Vorgangsnummer: 170101-1100-032695"
150,17-51218-UTF    3,28/12/2016,52.542866,13.550259,1,Berlin,excellent,male,adult, NA ,yes,yes,yes,yes,no,mucus,BA Marzahn-Hellersdorf   R10,02/01/2017 08:02,Rotfuchs,"Fundort: Landsberger Allee 528, 12681 BerlinPolizei A 62Vorgangsnummer: 281216/ 2215/ AO"
151,17-51218-UTF    4,01/01/2017,52.526457,13.61323,1,Berlin,excellent,female,adult, 5.30    ,yes,yes,yes,yes,no,mucus,BA Marzahn-Hellersdorf   R10,02/01/2017 08:07,Rotfuchs,"Fundort: Reißigerstraße/ Kreppfuhlweg, 12621 BerlinPolizei A 63Vorgangsnummer: 170101-1459-019601"
152,17-51218-UTF     6,02/01/2017,51.756432,14.198034,4,Brandenburg,autolytic,male,adult, 4.50    ,yes,yes,yes,yes,yes,"mash: herbal matter, pieces of pepper",VLÜA Spree-Neiße,03/01/2017,Rotfuchs,03099 Kolkwitz
153,17-51218-UTF     9,02/01/2017,52.419504,12.773698,4,Brandenburg,autolytic,male,adult, 5.00    ,yes,yes,yes,yes,NA,red mucus,VLÜA Potsdam-Mittelmark,03/01/2017,Rotfuchs, 14550 Groß Kreutz (Havel)
154,17-51218-UTF    11,27/12/2016,53.120435,12.22733,4,Brandenburg,autolytic,female,adult, 4.20    ,yes,yes,yes,yes,no,empty,VLÜA Prignitz,03/01/2017,Rotfuchs, 16928 Sarnow
155,17-51218-UTF   15,03/01/2017,52.478529,13.29054,1,Berlin,autolytic,female,adult, 4.40    ,yes,yes,yes,yes,no,few herbal matter,BA Charlottenburg-Wilmersdf. R04,03/01/2017 10:09,Rotfuchs,"Fundort: Davoser Straße 2, 14199 Berlin- WilmersdorfPolizei A 26Vorgangsnummer: 170103-1400-033636"
156,17-51218-UTF    17,NA,52.689138,14.01097,4,Brandenburg,autolytic,female,adult, 5.30    ,yes,yes,yes,yes,no,mucus,VLÜA Märkisch-Oderland,03/01/2017,Rotfuchs, 16269 Harnekop
157,17-51218-UTF   29,04/01/2017,52.45479,13.26097,1,Berlin,autolytic,female,adult, 3.30    ,yes,yes,yes,yes,no,20 ml liquid,BA Steglitz-Zehlendorf   R06,05/01/2017 09:12,Rotfuchs,"Fundort: Am Hegewinkel 2a, Oberschule , 14169 Berlin"
158,17-51218-UTF   31,05/01/2017,52.469449,13.236938,1,Berlin,excellent,male,adult, 4.80    ,yes,yes,yes,yes,no,"2 rodents, herbal matter",BA Charlottenburg-Wilmersdf. R04,05/01/2017 09:12,Rotfuchs,"Fundort: AS Hüttenweg, 14193 BerlinVorgangsnummer: 170105-0300-249222 Pol. ZVKD ADD"
159,17-51218-UTF   32,05/01/2017,52.480786,13.301001,1,Berlin,excellent,female,adult, 3.90    ,yes,yes,yes,yes,no,mucus,BA Charlottenburg-Wilmersdf. R04,05/01/2017 09:12,Rotfuchs,"Fundort: Forckenbeckstr. 17, 14199 BerlinVorgangsnummer: 170105-1510-025873 Pol.A 26"
160,17-51218-UTF    25,01/01/2017,52.572365,14.492766,4,Brandenburg,excellent,male,adult, 7.10    ,yes,yes,yes,yes,no,birds rests,VLÜA Märkisch-Oderland,05/01/2017,Rotfuchs, 15328 Golzow
161,17-51218-UTF   23,04/01/2017,52.425691,13.347201,1,Berlin,autolytic,male,adult, 5.30    ,yes,yes,yes,yes,no,empty,BA Steglitz-Zehlendorf   R06,04/01/2017 08:42,Rotfuchs,"Fundort: Gallwitzallee 114, 12249 BerlinPolizei A 46Vorgangsnummer: AF: 170104-1100-037260"
162,17-51218-UTF   30,05/01/2017,52.42411,13.378145,1,Berlin,autolytic,male,adult, 8.10    ,yes,yes,yes,yes,no,empty,BA Tempelhof-Schöneberg   R07,05/01/2017 09:12,Rotfuchs,"Fundort: Daimlerstr. 143, 12277 BerlinVorgangsnummer: 170105-0415-243787 Pol.A 47"
163,17-51218-UTF    28,29/12/2016,52.396011,12.824544,4,Brandenburg,autolytic,male,adult, 6.00    ,yes,yes,yes,yes,no,"herbal matter, fur, cartilage",VLÜA Potsdam-Mittelmark,05/01/2017,Rotfuchs, 14550 Derwitz
164,17-51218-UTF   33,06/01/2017,52.560675,13.203742,1,Berlin,autolytic,female,adult, 6.80    ,yes,yes,yes,yes,no,herbal matter,BA Spandau   R05,06/01/2017 08:48,Rotfuchs,"Fundort: Kornburger Weg 41, 13587 BerlinPolizei A 21Vorgangsnummer: 170106-1130-031932"
165,17-51218-UTF   34,05/01/2017,52.529665,13.369034,1,Berlin,autolytic,male,adult, 5.90    ,yes,yes,yes,yes,no,mucus,BA Mitte  R01,06/01/2017 08:50,Rotfuchs,"Fundort: Heidestraße/ Ecke Döberitzer Straße, 10557 BerlinPolizei A 33Vorgangsnummer: 170105-1800-027334"
166,17-51218-UTF   35,06/01/2017,52.421229,13.352096,1,Berlin,NA,male,adult, 5.60    ,yes,yes,yes,yes,no,empty,BA Steglitz-Zehlendorf   R06,06/01/2017 08:55,Rotfuchs,"Fundort: Tambacher Straße 28, 12249 BerlinPloizei A 46Vorgangsnummer: 170106-0050-295472"
167,17-51218-UTF   38,08/01/2017,52.510534,13.507543,1,Berlin,autolytic,male,adult, 7.70    ,yes,yes,yes,yes,no,few mucus,BA Lichtenberg   R11,09/01/2017 08:34,Rotfuchs,"Fundort: Alt- Friedrichsfelde/ Löwenberger Straße, 10315 BerlinPolizei A 64Vorgangsnummer: 170108-0830-274095"
168,17-51218-UTF   39,08/01/2017,52.530057,13.392309,1,Berlin,excellent,male,adult, 4.10    ,yes,yes,yes,yes,NA,400 (g/ml?) mucus with fruit and meat,BA Mitte  R01,09/01/2017 08:40,Rotfuchs,"Fundort: Schröderstraße 1, 10115 BerlinPolizei A 31Vorgangsnummer: 170108-1630-281772"
169,17-51218-UTF   40,07/01/2017,52.447602,13.235428,1,Berlin,excellent,male,adult, 4.10    ,yes,yes,yes,yes,no,slight bloody mucus,BA Steglitz-Zehlendorf   R06,09/01/2017 08:43,Rotfuchs,"Fundort: Täubchenstraße 11, 14163 BerlinPolizei A 43Vorgangsnummer: 170107-1140-024916"
170,17-51218-UTF   57,09/01/2017,52.532697,13.203554,1,Berlin,autolytic,female,adult, 2.70    ,yes,yes,yes,yes,no,empty,BA Spandau   R05,10/01/2017 10:28,Rotfuchs,"Fundort: Plantage 1, 13597 BerlinPolizei A 21Vorgangsnummer: 170109-1650-025451"
171,17-51218-UTF    51,NA,53.020627,12.611338,4,Brandenburg,excellent,male,adult, 6.20    ,yes,yes,yes,yes,no,"herbal matter, fur",VLÜA Ostprignitz-Ruppin,10/01/2017,Rotfuchs, 16818 Rägelin
172,17-51218-UTF    53,05/01/2017,52.956663,12.980615,4,Brandenburg,excellent,male,adult, 6.40    ,yes,yes,yes,yes,no,prey,VLÜA Ostprignitz-Ruppin,10/01/2017,Rotfuchs,16835 Lindow (Mark)
173,17-51218-UTF    54,NA,52.956663,12.980615,4,Brandenburg,autolytic,male,adult, 7.00    ,yes,yes,yes,yes,no,"fur, white & block-like content",VLÜA Ostprignitz-Ruppin,10/01/2017,Rotfuchs,16835 Lindow (Mark)
174,17-51218-UTF    50,06/01/2017,53.219615,14.358018,4,Brandenburg,excellent,male,adult, NA ,NA,yes,yes,yes,no,empty,VLÜA Uckermark,10/01/2017,Rotfuchs,16307 Gartz (Oder)
175,17-51218-UTF    60,06/01/2017,52.419504,12.773698,4,Brandenburg,excellent,male,adult, 5.50    ,yes,yes,yes,yes,no,empty,VLÜA Potsdam-Mittelmark,10/01/2017,Rotfuchs, 14550 Groß Kreutz (Havel)
176,17-51218-UTF    69,09/01/2017,52.125062,13.22056,4,Brandenburg,excellent,female,adult, 4.90    ,yes,yes,yes,yes,no,prey,VLÜA Teltow-Fläming,11/01/2017,Rotfuchs, 14947 Nuthe-Urstromtal
177,17-51218-UTF    82,09/01/2017,52.626771,13.189466,4,Brandenburg,autolytic,male,adult, 4.70    ,yes,yes,yes,yes,no,empty,VLÜA Oberhavel,12/01/2017,Rotfuchs,16761 Hennigsdorf
178,17-51218-UTF   90,12/01/2017,52.47136,13.494685,3,Berlin,autolytic,male,adult, 8.20    ,yes,yes,yes,yes,no,prey,BA Treptow-Köpenick   R09,13/01/2017 09:30,Rotfuchs,"Fundort: Spree- Oder- Wasserstraße km 22,05 ( Elsenbrücke ), rechtes UferBaumschulenstraße 1, 12437 BerlinPol Präs Bln Dir E WSP Ost"
179,17-51218-UTF   95,15/01/2017,52.542268,13.37012,1,Berlin,autolytic,male,adult, 7.60    ,yes,yes,yes,yes,no ,prey,BA Mitte  R01,16/01/2017 07:06,Rotfuchs,"Fundort: Reinickendorfer Str. 13, 13347 BerlinVorgangsnummer: 170115-0030-028999 Pol.A 35"
180,17-51218-UTF   96,15/01/2017,52.479725,13.368561,1,Berlin,autolytic,female,adult, 4.70    ,yes,yes,yes,yes,yes,sausage with artificial cover,BA Tempelhof-Schöneberg   R07,16/01/2017 07:11,Rotfuchs,"Fundort: General- Pape- Str. 70, 12101 BerlinVorgangsnummer: 170115-2030-034562 Pol.A 44"
181,17-51218-UTF   97,16/01/2017,52.577227,13.518879,1,Berlin,autolytic,male,adult, 7.30    ,yes,yes,yes,yes,no,prey,BA Lichtenberg   R11,16/01/2017 07:14,Rotfuchs,"Fundort: Lindenberger Str. Lat 31, 13059 BerlinVorgangsnummer: 170116-1240-022819 Pol.A 61"
182,17-51218-UTF   91,12/01/2017,52.516945,13.440055,1,Berlin,excellent,male,adult, 7.40    ,yes,yes,yes,yes,no,few liquid,BA Friedrichshain-Kreuzberg,13/01/2017 09:37,Rotfuchs,"Fundort: Karl- Marx- Allee 90, 10243 BerlinVorgangsnummer: 170112-2200-275818 Pol.A 51"
183,17-51218-UTF   92,12/01/2017,52.443574,13.508057,1,Berlin,excellent,male,adult, 5.80    ,yes,yes,yes,yes,NA,200 g pulpy content (possibly milk products),BA Treptow-Köpenick   R09,13/01/2017 09:41,Rotfuchs,"Fundort: Segelfliegerdamm 42, 12487 BerlinVorgangsnummer: 1201172155AO Pol.A 65"
184,17-51218-UTF   93,09/01/2017,52.4705,13.303754,1,Berlin,autolytic,male,adult, 5.00    ,yes,yes,yes,yes,NA,150 g pulpy content with parts of meat,BA Charlottenburg-Wilmersdf. R04,13/01/2017 09:45,Rotfuchs,Fundort: Dillenburgerstr. 57 14199 Berlin
