"Variable","Coefficient","CI_low","Q_25","Q_50","Q_75","CI_high","Species"
"sex[male]",0.337026361155216,-0.347204599993631,0.102976172339184,0.335914534168394,0.567278921606443,1.03372896977096,"Alaria"
"weight_kg",-0.0391000363740493,-0.308805422916871,-0.129128738093473,-0.0387489615933941,0.050749388503956,0.22619694568297,"Alaria"
"season[spring]",1.37477089304168,0.49156718286361,1.06773179060086,1.37083160214058,1.67732343164897,2.28658502177863,"Alaria"
"season[winter]",1.04382569790497,0.259805537194867,0.769790988185669,1.03853199816347,1.31285125057078,1.86898753969606,"Alaria"
"human_fpi_1000m",-0.0273554197455063,-0.0666755170116602,-0.0386822822529569,-0.0264724112275464,-0.0148147801812586,0.00626597215925282,"Alaria"
"tree_cover_1000m",0.000535357131643603,-0.0176727839796054,-0.00544163026011535,0.000552475862278702,0.0065220633034315,0.0185494080397147,"Alaria"
"Diet_Species_richness",0.0487921837181447,-0.045140223332754,0.0166456427209284,0.0482109881185519,0.0801651192143691,0.145787442883533,"Alaria"
"BacM_Species_richness",-0.00856076225174657,-0.0457966472023179,-0.0205918769355263,-0.00806748336016184,0.00370839583282307,0.0269925821372829,"Alaria"
"FunM_Species_richness",-0.014272528837405,-0.0459259676502761,-0.0240743268245795,-0.0138050464274943,-0.00389773511386747,0.0149411599593916,"Alaria"
"(Intercept)",-0.220070444136488,-2.66441938676119,-1.05976399008308,-0.217738879130603,0.614624615071634,2.23033778059012,"Strongyloides"
"sex[male]",-0.148994009480862,-0.832075757987393,-0.379005555626321,-0.145617611840566,0.0813939461620551,0.524773423609617,"Strongyloides"
"weight_kg",-0.353808648829111,-0.661775041016926,-0.455131751189657,-0.350484469079465,-0.249373620898652,-0.062833583594255,"Strongyloides"
"season[spring]",0.76472541384613,-0.128517552978782,0.465569468476138,0.767846406743558,1.067854179234,1.64164401074548,"Strongyloides"
"season[winter]",1.01671970415015,0.239792632363589,0.74291536634495,1.01308145821662,1.2851750591382,1.81372008431115,"Strongyloides"
"human_fpi_1000m",-0.050709583689144,-0.0847207792908313,-0.0618932107536316,-0.0504421802168547,-0.0391548729693902,-0.0184232627493163,"Strongyloides"
"tree_cover_1000m",0.000402277943919443,-0.0164289190630743,-0.00536285395813895,0.000384481803256358,0.00620024348087586,0.0171131157582903,"Strongyloides"
"Diet_Species_richness",0.059240299037644,-0.032396702700802,0.0276959668505393,0.0592782320931133,0.0907065673099779,0.151684163192224,"Strongyloides"
"BacM_Species_richness",0.0470111600255999,0.010615964832569,0.0342035523023377,0.0467071369814869,0.059630394088238,0.0848078164403801,"Strongyloides"
"FunM_Species_richness",-0.0063019571646497,-0.0353575173621992,-0.0160109218767061,-0.00613699137485205,0.0035784663807247,0.0219776593198568,"Strongyloides"
"(Intercept)",-1.14286373270034,-4.13340685579366,-2.16628635778074,-1.14374057801958,-0.126334847547205,1.89001432635327,"Toxocara"
"sex[male]",0.451663749598669,-0.291434417298491,0.185144779469912,0.443695423023013,0.707003432272437,1.2451657571539,"Toxocara"
"weight_kg",-0.501395801307878,-0.903443395093658,-0.625718727110651,-0.492637920006702,-0.368090634528171,-0.148231491788177,"Toxocara"
"season[spring]",0.208077640325209,-0.8051935809346,-0.119989609812265,0.218996167761814,0.547401979427483,1.16282521280119,"Toxocara"
"season[winter]",0.60301264751308,-0.201295949407066,0.329345823586445,0.601324916775661,0.875964462931176,1.40803350183911,"Toxocara"
"human_fpi_1000m",-0.00738982069245857,-0.04708199925347,-0.0207767443972797,-0.00727867452425304,0.00613853766000878,0.0314918104437526,"Toxocara"
"tree_cover_1000m",0.0063252548936711,-0.0128510882394578,-0.000390862365753246,0.00618193381630279,0.0129053822404034,0.0262382901345899,"Toxocara"
"Diet_Species_richness",0.0530029128062158,-0.06189321727127,0.0148902113280639,0.0536871011162919,0.0912804314747858,0.165180092352799,"Toxocara"
"BacM_Species_richness",0.00237491081749786,-0.0431896692081467,-0.0129665401651296,0.00262859247393129,0.0178645639602273,0.0473600988812665,"Toxocara"
"FunM_Species_richness",0.0384963625943986,0.00779423839973878,0.0272307099754038,0.0380083078876389,0.04912840455036,0.0723611233097346,"Toxocara"
"(Intercept)",0.525296606545469,-2.40330636399095,-0.497923509942684,0.508915273359951,1.53718884393526,3.52097954253265,"Pearsonema"
"sex[male]",-0.00301962199366214,-0.688895411017142,-0.242237240602714,-0.00786999954566535,0.2340142189108,0.704127275952894,"Pearsonema"
"weight_kg",-0.501239316680709,-0.874475351160628,-0.619347665473927,-0.495123602688293,-0.375536935581937,-0.162062563432584,"Pearsonema"
"season[spring]",0.193968152297094,-0.702134782838456,-0.108333087902995,0.197066622797567,0.496559928649832,1.08003317616138,"Pearsonema"
"season[winter]",0.230096381319399,-0.520965002966947,-0.034669209284857,0.223781446417523,0.48908537303955,1.01525618650667,"Pearsonema"
"human_fpi_1000m",-0.00131489675293359,-0.0427218018466547,-0.0158599448956234,-0.00157084080671814,0.012921890725491,0.0418982784745773,"Pearsonema"
"tree_cover_1000m",0.00737077158067367,-0.0137453040840756,0.000247520620970581,0.00742127920233187,0.0146440202854049,0.0281126074092758,"Pearsonema"
"Diet_Species_richness",0.0486763739355952,-0.0582311480061829,0.0125144457312152,0.0488356462223515,0.0853913800621256,0.154348880601539,"Pearsonema"
"BacM_Species_richness",0.00320539491817008,-0.0409095886257111,-0.0117021350440643,0.00329601633686772,0.0181208480571258,0.047032469825942,"Pearsonema"
"FunM_Species_richness",-0.0297702721519009,-0.0668588602841681,-0.0415458913162434,-0.0292239747641822,-0.0173799195121088,0.00410989224297962,"Pearsonema"
